Word,Level,Weight,Length,Start,End
bubbl,1,1.9562187292296445,2,2011,
ovi,1,1.7480239087285292,1,2009,2009
coletrain,1,5.244467351822104,1,2009,2009
link,1,1.6678492310444657,1,2009,2009
ozz,1,2.003384703004696,1,2010,2010
sister,1,2.134431393225455,1,2010,2010
pregnatci,1,1.952666486982809,1,2010,2010
live,1,3.7893654377757846,1,2009,2009
perform,1,2.2202553551558375,1,2009,2009
r&j,1,4.274321425129809,1,2012,
marina,1,1.8816414186931771,2,2011,
ppl,1,1.958291766967645,2,2009,2010
jba&blz,1,2.1370536946900627,1,2012,
tabi,1,4.828268908526085,2,2011,
pwr,1,2.2202553551558375,1,2009,2009
novemb,1,2.118208157942063,2,2011,
taff,1,2.6713505601407626,1,2012,
t.n.t,1,2.913446441388844,1,2009,2009
ialh,1,2.330727848658734,1,2009,2009
wifey,1,1.6837772704865053,2,2011,
crampus,1,5.115257464309639,1,2009,2009
member,1,2.2202553551558375,1,2009,2009
greasi,1,1.6678492310444657,1,2009,2009
tast,1,4.92417765937474,1,2012,
am&a,1,2.330727848658734,1,2009,2009
rough,1,3.1759617062630534,1,2009,2009
loves.him,1,1.7480239087285292,1,2009,2009
rectum,1,3.2560456853047013,1,2009,2009
purpl,1,2.361084228734079,1,2009,2009
rae,1,1.888820412487438,1,2009,2009
swine,1,4.078927587554825,1,2009,2009
t&l,1,4.675017866475965,1,2010,2010
finish,1,4.40287256707175,1,2009,2009
truth,1,8.299789394124746,1,2009,2009
rjk,1,2.003384703004696,1,2010,2010
caffin,1,1.8692770054667722,1,2009,2009
stabbin,1,1.7480239087285292,1,2009,2009
moan,1,1.6187339579694453,1,2010,2010
utonyau,1,1.7480239087285292,1,2009,2009
rou,1,1.7480239087285292,1,2009,2009
j.k.b,1,2.1370536946900627,1,2012,
alev,1,1.7832989866588047,2,2011,
stitch,1,1.949464328008693,1,2009,2009
bowel,1,2.332968581717793,1,2009,2009
moin,1,1.7480239087285292,1,2009,2009
crampon,1,5.9100505842500795,1,2009,2009
imodium,1,7.321776162581502,1,2012,
alic,1,1.7642350478722297,2,2009,2010
bolt,1,1.6375455440229856,1,2009,2009
bennett,1,2.337310498468095,1,2010,2010
protect,1,7.149212795370987,1,2012,
3kayla,1,3.8624750411385866,2,2011,
messag,1,2.361084228734079,1,2009,2009
sam,1,1.9273032809219544,1,2010,2010
bleedin,1,2.070759404748671,1,2009,2009
kiss,1,1.6166221362961002,1,2012,
suffer,1,2.984294846011675,1,2010,2010
scb,1,2.574858851106045,2,2011,
makayla,1,1.931097450729096,2,2011,
weizberg,1,3.3391364823620346,1,2010,2010
proven,1,2.4715624920799226,1,2009,2009
sfr,1,2.6713505601407626,1,2012,
aren't,1,1.9299071691296206,1,2009,2009
samanthea,1,1.7480239087285292,1,2009,2009
sjw,1,4.078927587554825,1,2009,2009
snh,1,2.1097799513745947,1,2009,2009
alcohol,1,2.1224764413548556,1,2009,2009
2day,1,1.6187339579694453,1,2010,2010
sum,1,3.5570691328412685,1,2009,2009
143,1,2.1540717578897635,2,2011,
ovul,1,4.240801532870606,1,2012,
idea,1,3.819822272568949,1,2009,2009
diahreaa,1,1.7480239087285292,1,2009,2009
feminin,1,3.3665382991082016,1,2009,2009
drunx,1,1.669467006604314,1,2010,2010
til,1,1.775544843133904,1,2012,
2/5,1,1.669467006604314,1,2010,2010
trr,1,2.6713505601407626,1,2012,
0ne,1,1.669467006604314,1,2010,2010
angl,1,1.7480239087285292,1,2009,2009
nausiat,1,2.3535671245959935,1,2012,
34eva/a,1,2.1370536946900627,1,2012,
diaphram,1,1.8331429440422444,1,2012,
anna,1,3.7475542241132977,1,2009,2009
blote,1,5.888500865585773,1,2009,2009
ogestrel,1,1.7480239087285292,1,2009,2009
climb,1,1.6375455440229856,1,2009,2009
3hnb,1,1.669467006604314,1,2010,2010
daniell,1,2.9545126742531282,1,2010,2010
tonic,1,1.6981535209120047,1,2009,2009
blowd,1,3.813059704470864,2,2011,
udo,1,1.669467006604314,1,2010,2010
tend,1,1.7587639060762932,1,2009,2009
build,1,2.0503058927441873,2,2009,2010
midol,1,10.727640718145807,1,2009,2009
hiara,1,2.574858851106045,2,2011,
iloveamanda,1,2.003384703004696,1,2010,2010
umi,1,1.7480239087285292,1,2009,2009
suden,1,2.1097799513745947,1,2009,2009
influenc,1,1.7480239087285292,1,2009,2009
lock,1,2.532294449549907,1,2009,2009
latin,1,1.7480239087285292,1,2009,2009
manda,1,4.109416016363072,1,2009,2009
333,1,2.2537751188724986,2,2011,
yung,1,1.7480239087285292,1,2009,2009
bbyboo,1,2.337310498468095,1,2010,2010
cashhhh,1,1.669467006604314,1,2010,2010
nuva,1,2.211099259235013,2,2009,2010
3ili,1,1.9780269609014614,1,2010,2010
work,1,4.3469696586587006,1,2009,2009
word,1,2.3633055488928445,1,2009,2009
marcus,1,1.978159473907756,1,2012,
nasuea,1,1.733249311411332,2,2011,
3-msc,1,2.574858851106045,2,2011,
howlu,1,1.9876645592295086,2,2009,2010
diarreah,1,2.010110660836916,1,2009,2009
specif,1,1.7284584128491787,1,2009,2009
brittani,1,6.219847235455275,1,2009,2009
d.s.k,1,4.184398546464035,2,2011,
singer,1,7.367365396882558,1,2009,2009
giardiasi,1,2.330727848658734,1,2009,2009
10/24/10,1,2.574858851106045,2,2011,
enduc,1,2.1097799513745947,1,2009,2009
pregnac,1,1.6603584744744442,1,2012,
notic,1,3.8878872229827763,2,2011,
nausious,1,3.5375846924797827,1,2012,
orgasim,1,2.208609035324118,1,2012,
menstral,1,11.001139153829115,1,2009,2009
war,1,1.6187339579694453,1,2010,2010
dylannn,1,2.003384703004696,1,2010,2010
dudebro,1,1.669467006604314,1,2010,2010
you'v,1,2.1649072988631097,1,2012,
great,1,1.9797871926482058,1,2009,2009
rain,1,2.2506030547420908,1,2009,2009
aalishamfb,1,1.7480239087285292,1,2009,2009
ilovemelissa,1,3.2884776044362685,1,2010,2010
3o3,1,3.2186513804606065,2,2011,
anjelica,1,2.25297425993963,2,2011,
wtf,1,1.9876645592295086,2,2009,2010
alexxandrya,1,3.7399844248391148,1,2012,
leighu,1,1.7480239087285292,1,2009,2009
purpos,1,1.7284584128491787,1,2009,2009
iloves.n.w,1,6.99288691722669,1,2009,2009
thee,1,1.7871950761502997,2,2009,2010
m.a.m.a,1,1.9019373423965975,1,2010,2010
know,1,2.871459036030565,1,2009,2009
fascicul,1,2.003384703004696,1,2010,2010
constip,1,5.485562682031041,1,2012,
menstrul,1,2.959499794444035,1,2009,2009
sound,1,1.7587639060762932,1,2009,2009
german,1,1.6187339579694453,1,2010,2010
minstrel,1,2.4967447835706924,1,2012,
involuntari,1,1.644101848346538,1,2010,2010
jackie1-13-10,1,4.675017866475965,1,2010,2010
pelvi,1,3.8006518134864686,1,2009,2009
cranki,1,1.888820412487438,1,2009,2009
arch,1,3.3473082319072267,1,2009,2009
9-22-10,1,9.65828928399366,2,2011,
bump,1,1.9920694285309084,1,2012,
tide,1,2.337310498468095,1,2010,2010
leifer,1,2.6712443933143293,1,2010,2010
burp,1,5.097461150303671,1,2012,
wasn't,1,1.8086492499255309,1,2009,2009
yaz,1,1.6678492310444657,1,2009,2009
squrmi,1,1.931097450729096,2,2011,
crampz,1,5.191264870306966,1,2010,2010
yhu,1,1.8192610672290748,1,2012,
chair,1,1.931097450729096,2,2011,
fanmwu,1,2.913446441388844,1,2009,2009
killer,1,3.9032106142980485,1,2009,2009
shanna,1,1.6603584744744442,1,2012,
calli,1,4.6498005665154984,1,2012,
medford,1,1.669467006604314,1,2010,2010
arian,1,2.330727848658734,1,2009,2009
headac,1,2.922017943777874,2,2011,
dylan,1,1.8511972666267456,1,2010,2010
cough,1,3.770201807852967,1,2009,2009
shower,1,1.7890699998116277,1,2009,2009
fact,1,2.7532769710061418,1,2009,2009
comment,1,2.6712443933143293,1,2010,2010
dylon,1,2.330727848658734,1,2009,2009
keri&tyl,1,1.7480239087285292,1,2009,2009
zoe,1,1.6375455440229856,1,2009,2009
wtaf,1,1.7480239087285292,1,2009,2009
fart,1,3.2042932482840314,1,2012,
gurgl,1,1.6603584744744442,1,2012,
imupaid,1,2.330727848658734,1,2009,2009
happili,1,1.9562187292296445,2,2011,
locat,1,1.9406094488667884,1,2009,2009
sarah,1,1.8086492499255309,1,2009,2009
milki,1,1.6603584744744442,1,2012,
read,1,3.4940425028894584,1,2012,
calori,1,1.669467006604314,1,2010,2010
adderal,1,2.0296319743425615,1,2009,2009
ringz,1,1.7480239087285292,1,2009,2009
ligament,1,2.4715624920799226,1,2009,2009
menstruat,1,1.8824169799847823,1,2009,2009
taken,1,4.0217382796799575,1,2009,2009
show,1,1.8692770054667722,1,2009,2009
cracker,1,2.1946691278912103,1,2012,
nervous,1,1.6166221362961002,1,2012,
destin,1,2.330727848658734,1,2009,2009
complet,1,2.371999941904039,1,2009,2009
71_day,1,2.25297425993963,2,2011,
missin,1,1.8816414186931771,2,2011,
lump,1,2.6124121987148414,1,2009,2009
lulu,1,947.0368611054926,1,2009,2009
jonni,1,2.337310498468095,1,2010,2010
prtht,1,2.25297425993963,2,2011,
auto,1,1.669467006604314,1,2010,2010
lauren&zach,1,1.931097450729096,2,2011,
brent,1,1.7480239087285292,1,2009,2009
implam,1,1.7922904358511471,2,2011,
hive,1,2.2035250095766195,2,2011,
player,1,2.1704585967354264,1,2009,2009
thank,1,2.432702027895685,1,2009,2009
8month,1,1.978159473907756,1,2012,
redus,1,2.1097799513745947,1,2009,2009
practic,1,2.428324978952298,2,2009,2010
st&nd,1,2.330727848658734,1,2009,2009
hunch,1,1.6375455440229856,1,2009,2009
myth,1,1.8086492499255309,1,2009,2009
kenni,1,2.574858851106045,2,2011,
infect,1,2.7336910162936476,1,2012,
3andsoul,1,1.7480239087285292,1,2009,2009
fixin,1,1.8816414186931771,2,2011,
armpit,1,2.1097799513745947,1,2009,2009
tlomlf,1,1.669467006604314,1,2010,2010
uscrappsu,1,1.669467006604314,1,2010,2010
center,1,2.208609035324118,1,2012,
chevi,1,2.8967512245121556,2,2011,
thehritzin,1,3.496179687497806,1,2009,2009
wwjd,1,1.7480239087285292,1,2009,2009
paul,1,1.8192610672290748,1,2012,
jessi,1,1.644101848346538,1,2010,2010
skip,1,5.588460139908262,1,2012,
diabet,1,1.6981535209120047,1,2009,2009
zackari,1,2.2035250095766195,2,2011,
ecstaci,1,4.078927587554825,1,2009,2009
enjoy,1,3.9373157793756697,2,2011,
swallow,1,2.1649072988631097,1,2012,
elder,1,4.134989993595119,2,2011,
luvin,1,2.574858851106045,2,2011,
09.24.10,1,4.828268908526085,2,2011,
findlay,1,5.009008465545195,1,2010,2010
havnt,1,4.067102306358244,1,2010,2010
famili,1,2.093377695519063,1,2012,
pregenc,1,2.823108114218794,2,2011,
tomm,1,1.7480239087285292,1,2009,2009
unbeauti,1,2.1370536946900627,1,2012,
07/02/11,1,2.6713505601407626,1,2012,
ring,1,1.7182969824347283,2,2009,2010
breana,1,1.931097450729096,2,2011,
slow,1,1.6678492310444657,1,2009,2009
iowa,1,2.2202553551558375,1,2009,2009
didnt,1,1.6250709859511012,1,2012,
oragasm,1,3.205660803352286,1,2012,
3hali,1,1.931097450729096,2,2011,
emili,1,3.195207079787429,1,2009,2009
usmc,1,1.6375455440229856,1,2009,2009
sandra&kyl,1,2.6712443933143293,1,2010,2010
counter,1,4.7954491094179765,1,2009,2009
arous,1,2.5698563701443176,1,2010,2010
smrt,1,2.2035250095766195,2,2011,
3forev,1,5.051435368107215,2,2011,
persist,1,3.0031975344430784,1,2012,
stormi,1,1.9780269609014614,1,2010,2010
method,1,5.157550669076379,1,2009,2009
zakey,1,3.205660803352286,1,2012,
2/12/11,1,2.5254163827709926,2,2011,
dare,1,1.669467006604314,1,2010,2010
mensrual,1,1.8192610672290748,1,2012,
bayer,1,2.337310498468095,1,2010,2010
prescrib,1,3.225626072807983,1,2009,2009
andrea,1,1.6375455440229856,1,2009,2009
nausa,1,3.3210036248560257,1,2012,
dylan&stormi,1,2.330727848658734,1,2009,2009
wisdom,1,1.9273032809219544,1,2010,2010
nausead,1,1.669467006604314,1,2010,2010
10/02/09,1,1.669467006604314,1,2010,2010
sp3c,1,2.003384703004696,1,2010,2010
accord,1,1.6375455440229856,1,2009,2009
began,1,1.8511972666267456,1,2010,2010
cupid,1,2.1370536946900627,1,2012,
50266,1,2.330727848658734,1,2009,2009
stand.by.m,1,2.003384703004696,1,2010,2010
preggo,1,1.9780269609014614,1,2010,2010
soap,1,2.5741114080693848,1,2010,2010
sinus,1,2.4715624920799226,1,2009,2009
taylorr,1,1.669467006604314,1,2010,2010
esophag,1,1.7480239087285292,1,2009,2009
bananna,1,1.609821778357551,2,2011,
hole,1,3.6901329731046175,2,2011,
ucanbemysum1,1,1.7480239087285292,1,2009,2009
cream,1,6.152111474326357,1,2009,2009
liveforjesus,1,2.1370536946900627,1,2012,
sort,1,3.0046494766632037,1,2009,2009
pineappl,1,5.16459201627946,1,2009,2009
jonathan&meghyn,1,2.8967512245121556,2,2011,
4life,1,1.669467006604314,1,2010,2010
fish,1,2.1818062873442443,2,2009,2010
mysexyaubre,1,1.931097450729096,2,2011,
crest,1,1.7480239087285292,1,2009,2009
kyle,1,2.104614504443518,2,2011,
3shehasmyheart,1,2.1370536946900627,1,2012,
event,1,2.210531552237847,1,2010,2010
justin&kelsey,1,1.669467006604314,1,2010,2010
uncomfort,1,3.7106573223205235,1,2012,
track,1,3.396967214511453,1,2009,2009
signifi,1,2.532294449549907,1,2009,2009
c&b,1,2.1370536946900627,1,2012,
ajr,1,2.25297425993963,2,2011,
akh,1,2.1097799513745947,1,2009,2009
ale,1,1.6678492310444657,1,2009,2009
cafe,1,1.6678492310444657,1,2009,2009
amp,1,3.4799003901994014,1,2012,
ana,1,2.337310498468095,1,2010,2010
spiritu,1,1.669467006604314,1,2010,2010
came,1,2.102538091326082,1,2012,
aug,1,3.263330571136273,1,2012,
appetit,1,5.2995198558189855,1,2012,
orang,1,1.7997408975833453,1,2009,2009
scrapp,1,9.01752768460113,1,2010,2010
yawn,1,1.648247894351777,1,2009,2009
diagnosi,1,4.170394768053468,1,2009,2009
dean,1,2.3535671245959935,1,2012,
ilovemckenzi,1,1.669467006604314,1,2010,2010
3wzb,1,3.7399844248391148,1,2012,
christma,1,1.888820412487438,1,2009,2009
bnr,1,1.931097450729096,2,2011,
meisner,1,1.7480239087285292,1,2009,2009
stole,1,2.25297425993963,2,2011,
stone,1,2.0496787730266517,1,2012,
08-17-08,1,1.7480239087285292,1,2009,2009
navel,1,2.361084228734079,1,2009,2009
encantabdh,1,1.7480239087285292,1,2009,2009
suggest,1,2.0902944677357587,1,2009,2009
bethani,1,2.25297425993963,2,2011,
funsiz,1,3.005186387840526,1,2010,2010
caf,1,1.952666486982809,1,2010,2010
cat,1,2.2662296248669804,1,2012,
